?Order Date;Channel;SKU;Item Description;Origin;SO;Total Price;Cost;Shipping Cost;Profit
12.11.2025;Amazon;N123456-1875;Some Item Description 1777;24780;125232;147;52;22;73
13.11.2025;Walmart;N123456-1876;Some Item Description 1778;43162;125233;140;98;17;25
14.11.2025;NewEgg;N123456-1877;Some Item Description 1779;40049;125234;104;40;19;45
15.11.2025;Sears;N123456-1878;Some Item Description 1780;47932;125235;78;33;13;32
16.11.2025;eBay;N123456-1879;Some Item Description 1781;53473;125236;150;85;23;42
17.11.2025;Amazon;N123456-1880;Some Item Description 1782;46566;125237;135;54;18;63
18.11.2025;Walmart;N123456-1881;Some Item Description 1783;37557;125238;140;57;16;67
19.11.2025;NewEgg;N123456-1882;Some Item Description 1784;53587;125239;86;52;19;15
20.11.2025;Sears;N123456-1883;Some Item Description 1785;41428;125240;180;98;17;65
21.11.2025;eBay;N123456-1884;Some Item Description 1786;54392;125241;159;88;17;54
22.11.2025;Amazon;N123456-1885;Some Item Description 1787;42575;125242;114;62;25;27
23.11.2025;Walmart;N123456-1886;Some Item Description 1788;24397;125243;110;79;11;20
24.11.2025;NewEgg;N123456-1887;Some Item Description 1789;32805;125244;173;89;17;67
25.11.2025;Sears;N123456-1888;Some Item Description 1790;45897;125245;152;85;21;46
26.11.2025;eBay;N123456-1889;Some Item Description 1791;40164;125246;235;99;20;116
27.11.2025;Amazon;N123456-1890;Some Item Description 1792;52187;125247;150;94;16;40
28.11.2025;Walmart;N123456-1891;Some Item Description 1793;52272;125248;93;39;17;37
29.11.2025;NewEgg;N123456-1892;Some Item Description 1794;33867;125249;157;58;17;82
30.11.2025;Sears;N123456-1893;Some Item Description 1795;33464;125250;153;96;10;47
1.12.2025;eBay;N123456-1894;Some Item Description 1796;36345;125251;69;30;12;27
2.12.2025;Amazon;N123456-1895;Some Item Description 1797;31696;125252;119;71;24;24
3.12.2025;Walmart;N123456-1896;Some Item Description 1798;52802;125253;152;92;24;36
4.12.2025;NewEgg;N123456-1897;Some Item Description 1799;34356;125254;192;94;18;80
5.12.2025;Sears;N123456-1898;Some Item Description 1800;33178;125255;114;57;14;43
6.12.2025;eBay;N123456-1899;Some Item Description 1801;25748;125256;133;62;12;59
7.12.2025;Amazon;N123456-1900;Some Item Description 1802;44135;125257;85;42;14;29
8.12.2025;Walmart;N123456-1901;Some Item Description 1803;32273;125258;105;63;20;22
9.12.2025;NewEgg;N123456-1902;Some Item Description 1804;48016;125259;126;69;16;41
10.12.2025;Sears;N123456-1903;Some Item Description 1805;28265;125260;132;82;13;37
11.12.2025;eBay;N123456-1904;Some Item Description 1806;38809;125261;170;82;17;71
12.12.2025;Amazon;N123456-1905;Some Item Description 1807;26269;125262;142;69;16;57
13.12.2025;Walmart;N123456-1906;Some Item Description 1808;24217;125263;88;36;17;35
14.12.2025;NewEgg;N123456-1907;Some Item Description 1809;50132;125264;212;91;19;102
15.12.2025;Sears;N123456-1908;Some Item Description 1810;40337;125265;130;50;14;66
16.12.2025;eBay;N123456-1909;Some Item Description 1811;34291;125266;137;72;18;47
17.12.2025;Amazon;N123456-1910;Some Item Description 1812;52671;125267;99;64;15;20
18.12.2025;Walmart;N123456-1911;Some Item Description 1813;34078;125268;149;71;23;55
19.12.2025;NewEgg;N123456-1912;Some Item Description 1814;52135;125269;112;34;10;68
20.12.2025;Sears;N123456-1913;Some Item Description 1815;51076;125270;147;88;25;34
21.12.2025;eBay;N123456-1914;Some Item Description 1816;26604;125271;171;74;23;74
22.12.2025;Amazon;N123456-1915;Some Item Description 1817;37215;125272;191;98;22;71
23.12.2025;Walmart;N123456-1916;Some Item Description 1818;53319;125273;126;38;11;77
24.12.2025;NewEgg;N123456-1917;Some Item Description 1819;46171;125274;178;69;17;92
25.12.2025;Sears;N123456-1918;Some Item Description 1820;50288;125275;222;95;14;113
26.12.2025;eBay;N123456-1919;Some Item Description 1821;44425;125276;121;41;16;64
27.12.2025;Amazon;N123456-1920;Some Item Description 1822;28608;125277;144;93;20;31
28.12.2025;Walmart;N123456-1921;Some Item Description 1823;48122;125278;130;84;18;28
29.12.2025;NewEgg;N123456-1922;Some Item Description 1824;22247;125279;118;61;22;35
30.12.2025;Sears;N123456-1923;Some Item Description 1825;48587;125280;81;30;16;35
31.12.2025;eBay;N123456-1924;Some Item Description 1826;38440;125281;181;77;14;90
1.1.2026;Amazon;N123456-1925;Some Item Description 1827;39119;125282;124;81;19;24
2.1.2026;Walmart;N123456-1926;Some Item Description 1828;47683;125283;68;33;12;23
3.1.2026;NewEgg;N123456-1927;Some Item Description 1829;26703;125284;122;68;23;31
4.1.2026;Sears;N123456-1928;Some Item Description 1830;53305;125285;155;86;17;52
5.1.2026;eBay;N123456-1929;Some Item Description 1831;31354;125286;220;86;23;111
6.1.2026;Amazon;N123456-1930;Some Item Description 1832;31151;125287;193;77;11;105
7.1.2026;Walmart;N123456-1931;Some Item Description 1833;22733;125288;76;35;18;23
8.1.2026;NewEgg;N123456-1932;Some Item Description 1834;32020;125289;168;62;11;95
9.1.2026;Sears;N123456-1933;Some Item Description 1835;26497;125290;164;85;21;58
10.1.2026;eBay;N123456-1934;Some Item Description 1836;53798;125291;156;59;20;77
11.1.2026;Amazon;N123456-1935;Some Item Description 1837;44339;125292;124;46;13;65
12.1.2026;Walmart;N123456-1936;Some Item Description 1838;25685;125293;189;72;12;105
13.1.2026;NewEgg;N123456-1937;Some Item Description 1839;39546;125294;100;55;25;20
14.1.2026;Sears;N123456-1938;Some Item Description 1840;39983;125295;227;99;15;113
15.1.2026;eBay;N123456-1939;Some Item Description 1841;22841;125296;156;78;22;56
16.1.2026;Amazon;N123456-1940;Some Item Description 1842;28276;125297;147;64;22;61
17.1.2026;Walmart;N123456-1941;Some Item Description 1843;40122;125298;175;77;23;75
18.1.2026;NewEgg;N123456-1942;Some Item Description 1844;47011;125299;185;68;18;99
19.1.2026;Sears;N123456-1943;Some Item Description 1845;47004;125300;108;56;15;37
20.1.2026;eBay;N123456-1944;Some Item Description 1846;22253;125301;141;47;15;79
21.1.2026;Amazon;N123456-1945;Some Item Description 1847;48075;125302;196;90;12;94
22.1.2026;Walmart;N123456-1946;Some Item Description 1848;41287;125303;118;80;23;15
23.1.2026;NewEgg;N123456-1947;Some Item Description 1849;37815;125304;100;49;15;36
24.1.2026;Sears;N123456-1948;Some Item Description 1850;26694;125305;170;98;20;52
25.1.2026;eBay;N123456-1949;Some Item Description 1851;33769;125306;236;96;23;117
26.1.2026;Amazon;N123456-1950;Some Item Description 1852;31721;125307;80;44;19;17
27.1.2026;Walmart;N123456-1951;Some Item Description 1853;40691;125308;112;70;23;19
28.1.2026;NewEgg;N123456-1952;Some Item Description 1854;26203;125309;128;85;25;18
29.1.2026;Sears;N123456-1953;Some Item Description 1855;39222;125310;129;79;12;38
30.1.2026;eBay;N123456-1954;Some Item Description 1856;31349;125311;160;89;25;46
31.1.2026;Amazon;N123456-1955;Some Item Description 1857;51631;125312;142;50;19;73
1.2.2026;Walmart;N123456-1956;Some Item Description 1858;26373;125313;219;92;16;111
2.2.2026;NewEgg;N123456-1957;Some Item Description 1859;52074;125314;120;37;24;59
3.2.2026;Sears;N123456-1958;Some Item Description 1860;38723;125315;145;96;15;34
4.2.2026;eBay;N123456-1959;Some Item Description 1861;27879;125316;79;53;11;15
5.2.2026;Amazon;N123456-1960;Some Item Description 1862;52642;125317;111;55;21;35
6.2.2026;Walmart;N123456-1961;Some Item Description 1863;37099;125318;170;64;21;85
7.2.2026;NewEgg;N123456-1962;Some Item Description 1864;41818;125319;105;61;18;26
8.2.2026;Sears;N123456-1963;Some Item Description 1865;31144;125320;189;87;15;87
9.2.2026;eBay;N123456-1964;Some Item Description 1866;42036;125321;129;81;10;38
10.2.2026;Amazon;N123456-1965;Some Item Description 1867;41112;125322;115;33;10;72
11.2.2026;Walmart;N123456-1966;Some Item Description 1868;22895;125323;140;63;15;62
12.2.2026;NewEgg;N123456-1967;Some Item Description 1869;53570;125324;232;100;16;116
13.2.2026;Sears;N123456-1968;Some Item Description 1870;30899;125325;70;30;11;29
14.2.2026;eBay;N123456-1969;Some Item Description 1871;30179;125326;106;79;11;16
15.2.2026;Amazon;N123456-1970;Some Item Description 1872;29286;125327;238;94;13;131
16.2.2026;Walmart;N123456-1971;Some Item Description 1873;26444;125328;79;41;23;15
17.2.2026;NewEgg;N123456-1972;Some Item Description 1874;39356;125329;178;77;25;76
18.2.2026;Sears;N123456-1973;Some Item Description 1875;55231;125330;113;33;20;60
19.2.2026;eBay;N123456-1974;Some Item Description 1876;39321;125331;181;75;12;94
20.2.2026;Amazon;N123456-1975;Some Item Description 1877;53935;125332;131;59;10;62
21.2.2026;Walmart;N123456-1976;Some Item Description 1878;32339;125333;179;99;19;61
22.2.2026;NewEgg;N123456-1977;Some Item Description 1879;32012;125334;157;89;11;57
23.2.2026;Sears;N123456-1978;Some Item Description 1880;55471;125335;121;46;19;56
24.2.2026;eBay;N123456-1979;Some Item Description 1881;52621;125336;118;34;20;64
25.2.2026;Amazon;N123456-1980;Some Item Description 1882;48632;125337;148;57;21;70
26.2.2026;Walmart;N123456-1981;Some Item Description 1883;47903;125338;68;37;12;19
27.2.2026;NewEgg;N123456-1982;Some Item Description 1884;22881;125339;136;55;18;63
28.2.2026;Sears;N123456-1983;Some Item Description 1885;46412;125340;137;63;13;61
1.3.2026;eBay;N123456-1984;Some Item Description 1886;46493;125341;101;45;12;44
2.3.2026;Amazon;N123456-1985;Some Item Description 1887;47240;125342;171;98;21;52
3.3.2026;Walmart;N123456-1986;Some Item Description 1888;54628;125343;176;70;10;96
4.3.2026;NewEgg;N123456-1987;Some Item Description 1889;45901;125344;128;42;18;68
5.3.2026;Sears;N123456-1988;Some Item Description 1890;34225;125345;241;99;19;123
6.3.2026;eBay;N123456-1989;Some Item Description 1891;24546;125346;227;99;23;105
7.3.2026;Amazon;N123456-1990;Some Item Description 1892;34956;125347;106;35;25;46
8.3.2026;Walmart;N123456-1991;Some Item Description 1893;43382;125348;192;85;21;86
9.3.2026;NewEgg;N123456-1992;Some Item Description 1894;38581;125349;140;63;20;57
10.3.2026;Sears;N123456-1993;Some Item Description 1895;42815;125350;108;64;20;24
11.3.2026;eBay;N123456-1994;Some Item Description 1896;25712;125351;221;94;19;108
12.3.2026;Amazon;N123456-1995;Some Item Description 1897;46207;125352;170;87;16;67
13.3.2026;Walmart;N123456-1996;Some Item Description 1898;31951;125353;166;78;10;78
14.3.2026;NewEgg;N123456-1997;Some Item Description 1899;41546;125354;110;66;11;33
15.3.2026;Sears;N123456-1998;Some Item Description 1900;35467;125355;103;40;20;43
16.3.2026;eBay;N123456-1999;Some Item Description 1901;45668;125356;153;82;16;55
17.3.2026;Amazon;N123456-2000;Some Item Description 1902;27456;125357;135;55;21;59
18.3.2026;Walmart;N123456-2001;Some Item Description 1903;31890;125358;140;90;23;27
19.3.2026;NewEgg;N123456-2002;Some Item Description 1904;54937;125359;112;56;24;32
20.3.2026;Sears;N123456-2003;Some Item Description 1905;23493;125360;134;61;10;63
21.3.2026;eBay;N123456-2004;Some Item Description 1906;29306;125361;71;42;10;19
22.3.2026;Amazon;N123456-2005;Some Item Description 1907;32561;125362;89;46;15;28
23.3.2026;Walmart;N123456-2006;Some Item Description 1908;38021;125363;168;88;19;61
24.3.2026;NewEgg;N123456-2007;Some Item Description 1909;54747;125364;169;91;16;62
25.3.2026;Sears;N123456-2008;Some Item Description 1910;52747;125365;219;95;22;102
26.3.2026;eBay;N123456-2009;Some Item Description 1911;33821;125366;173;79;20;74
27.3.2026;Amazon;N123456-2010;Some Item Description 1912;53908;125367;201;100;23;78
28.3.2026;Walmart;N123456-2011;Some Item Description 1913;33002;125368;191;80;20;91
29.3.2026;NewEgg;N123456-2012;Some Item Description 1914;45637;125369;172;89;12;71
30.3.2026;Sears;N123456-2013;Some Item Description 1915;41387;125370;142;53;13;76
31.3.2026;eBay;N123456-2014;Some Item Description 1916;54089;125371;136;56;11;69
1.4.2026;Amazon;N123456-2015;Some Item Description 1917;38519;125372;101;38;19;44
2.4.2026;Walmart;N123456-2016;Some Item Description 1918;40031;125373;114;35;14;65
3.4.2026;NewEgg;N123456-2017;Some Item Description 1919;33859;125374;195;93;20;82
4.4.2026;Sears;N123456-2018;Some Item Description 1920;45034;125375;211;81;16;114
5.4.2026;eBay;N123456-2019;Some Item Description 1921;24367;125376;97;35;10;52
6.4.2026;Amazon;N123456-2020;Some Item Description 1922;33592;125377;112;38;14;60
7.4.2026;Walmart;N123456-2021;Some Item Description 1923;29813;125378;194;72;14;108
8.4.2026;NewEgg;N123456-2022;Some Item Description 1924;34640;125379;96;41;21;34
9.4.2026;Sears;N123456-2023;Some Item Description 1925;53154;125380;194;81;19;94
10.4.2026;eBay;N123456-2024;Some Item Description 1926;45208;125381;104;51;22;31
11.4.2026;Amazon;N123456-2025;Some Item Description 1927;36431;125382;133;88;21;24
12.4.2026;Walmart;N123456-2026;Some Item Description 1928;38969;125383;174;72;24;78
13.4.2026;NewEgg;N123456-2027;Some Item Description 1929;36426;125384;152;98;13;41
14.4.2026;Sears;N123456-2028;Some Item Description 1930;31149;125385;131;84;21;26
15.4.2026;eBay;N123456-2029;Some Item Description 1931;25770;125386;144;62;11;71
16.4.2026;Amazon;N123456-2030;Some Item Description 1932;45879;125387;105;62;17;26
17.4.2026;Walmart;N123456-2031;Some Item Description 1933;47574;125388;99;48;17;34
18.4.2026;NewEgg;N123456-2032;Some Item Description 1934;52288;125389;127;66;15;46
19.4.2026;Sears;N123456-2033;Some Item Description 1935;36354;125390;173;94;14;65
20.4.2026;eBay;N123456-2034;Some Item Description 1936;36400;125391;160;82;21;57
21.4.2026;Amazon;N123456-2035;Some Item Description 1937;36889;125392;143;83;16;44
22.4.2026;Walmart;N123456-2036;Some Item Description 1938;45938;125393;76;40;12;24
23.4.2026;NewEgg;N123456-2037;Some Item Description 1939;33158;125394;151;64;21;66
24.4.2026;Sears;N123456-2038;Some Item Description 1940;33098;125395;149;91;12;46
25.4.2026;eBay;N123456-2039;Some Item Description 1941;46034;125396;131;93;20;18
26.4.2026;Amazon;N123456-2040;Some Item Description 1942;53764;125397;195;80;16;99
27.4.2026;Walmart;N123456-2041;Some Item Description 1943;50173;125398;248;100;16;132
28.4.2026;NewEgg;N123456-2042;Some Item Description 1944;24632;125399;164;64;11;89
29.4.2026;Sears;N123456-2043;Some Item Description 1945;44882;125400;172;73;14;85
30.4.2026;eBay;N123456-2044;Some Item Description 1946;34311;125401;150;57;12;81
1.5.2026;Amazon;N123456-2045;Some Item Description 1947;35760;125402;182;73;23;86
2.5.2026;Walmart;N123456-2046;Some Item Description 1948;39753;125403;117;73;25;19
3.5.2026;NewEgg;N123456-2047;Some Item Description 1949;31996;125404;158;61;13;84
4.5.2026;Sears;N123456-2048;Some Item Description 1950;30633;125405;114;86;11;17
5.5.2026;eBay;N123456-2049;Some Item Description 1951;51802;125406;64;32;15;17
6.5.2026;Amazon;N123456-2050;Some Item Description 1952;23362;125407;159;61;18;80
7.5.2026;Walmart;N123456-2051;Some Item Description 1953;55311;125408;173;99;10;64
8.5.2026;NewEgg;N123456-2052;Some Item Description 1954;36427;125409;69;31;23;15
9.5.2026;Sears;N123456-2053;Some Item Description 1955;26587;125410;107;72;13;22
10.5.2026;eBay;N123456-2054;Some Item Description 1956;26422;125411;129;46;14;69
11.5.2026;Amazon;N123456-2055;Some Item Description 1957;52598;125412;149;87;24;38
12.5.2026;Walmart;N123456-2056;Some Item Description 1958;35120;125413;176;72;22;82
13.5.2026;NewEgg;N123456-2057;Some Item Description 1959;31507;125414;91;56;19;16
14.5.2026;Sears;N123456-2058;Some Item Description 1960;53290;125415;150;93;14;43
15.5.2026;eBay;N123456-2059;Some Item Description 1961;29718;125416;179;98;18;63
16.5.2026;Amazon;N123456-2060;Some Item Description 1962;38354;125417;94;34;24;36
17.5.2026;Walmart;N123456-2061;Some Item Description 1963;45155;125418;98;39;18;41
18.5.2026;NewEgg;N123456-2062;Some Item Description 1964;33513;125419;181;96;21;64
19.5.2026;Sears;N123456-2063;Some Item Description 1965;40825;125420;136;43;25;68
20.5.2026;eBay;N123456-2064;Some Item Description 1966;34291;125421;116;69;15;32
21.5.2026;Amazon;N123456-2065;Some Item Description 1967;52639;125422;102;51;23;28
22.5.2026;Walmart;N123456-2066;Some Item Description 1968;23689;125423;173;91;24;58
23.5.2026;NewEgg;N123456-2067;Some Item Description 1969;53438;125424;106;37;21;48
24.5.2026;Sears;N123456-2068;Some Item Description 1970;29453;125425;125;71;22;32
25.5.2026;eBay;N123456-2069;Some Item Description 1971;38358;125426;105;34;19;52
26.5.2026;Amazon;N123456-2070;Some Item Description 1972;40033;125427;163;86;17;60
27.5.2026;Walmart;N123456-2071;Some Item Description 1973;42539;125428;86;54;11;21
28.5.2026;NewEgg;N123456-2072;Some Item Description 1974;50967;125429;214;86;12;116
29.5.2026;Sears;N123456-2073;Some Item Description 1975;54820;125430;106;40;12;54
30.5.2026;eBay;N123456-2074;Some Item Description 1976;39254;125431;158;61;25;72
31.5.2026;Amazon;N123456-2075;Some Item Description 1977;53582;125432;125;40;17;68
1.6.2026;Walmart;N123456-2076;Some Item Description 1978;30805;125433;203;93;20;90
2.6.2026;NewEgg;N123456-2077;Some Item Description 1979;37983;125434;129;74;19;36
3.6.2026;Sears;N123456-2078;Some Item Description 1980;34071;125435;125;47;13;65
4.6.2026;eBay;N123456-2079;Some Item Description 1981;38150;125436;184;71;13;100
5.6.2026;Amazon;N123456-2080;Some Item Description 1982;23094;125437;145;65;23;57
6.6.2026;Walmart;N123456-2081;Some Item Description 1983;25625;125438;147;60;14;73
7.6.2026;NewEgg;N123456-2082;Some Item Description 1984;26502;125439;139;57;17;65
8.6.2026;Sears;N123456-2083;Some Item Description 1985;42142;125440;108;70;17;21
9.6.2026;eBay;N123456-2084;Some Item Description 1986;23463;125441;124;43;16;65
10.6.2026;Amazon;N123456-2085;Some Item Description 1987;36332;125442;94;32;11;51
11.6.2026;Walmart;N123456-2086;Some Item Description 1988;47045;125443;150;68;17;65
12.6.2026;NewEgg;N123456-2087;Some Item Description 1989;25376;125444;107;41;13;53
13.6.2026;Sears;N123456-2088;Some Item Description 1990;50573;125445;94;31;25;38
14.6.2026;eBay;N123456-2089;Some Item Description 1991;50998;125446;160;56;24;80
15.6.2026;Amazon;N123456-2090;Some Item Description 1992;51145;125447;71;33;22;16
16.6.2026;Walmart;N123456-2091;Some Item Description 1993;42117;125448;139;55;25;59
17.6.2026;NewEgg;N123456-2092;Some Item Description 1994;45495;125449;212;93;21;98
18.6.2026;Sears;N123456-2093;Some Item Description 1995;50321;125450;108;46;17;45
19.6.2026;eBay;N123456-2094;Some Item Description 1996;50806;125451;197;91;17;89
